Date,Close
11/02/2019,22.96
12/02/2019,22.82
13/02/2019,22.85
14/02/2019,23.13
15/02/2019,23.68
19/02/2019,23.95
20/02/2019,23.95
21/02/2019,23.92
22/02/2019,24.36
25/02/2019,24.71
26/02/2019,24.21
27/02/2019,23.48
28/02/2019,23.53
01/03/2019,23.68
04/03/2019,23.37
05/03/2019,23.5
06/03/2019,22.41
07/03/2019,22.08
08/03/2019,22.01
11/03/2019,22.96
12/03/2019,23.49
13/03/2019,23.38
14/03/2019,22.82
15/03/2019,23.29
18/03/2019,23.25
19/03/2019,26
20/03/2019,25.7
21/03/2019,27.89
22/03/2019,26.37
25/03/2019,25.97
26/03/2019,25.69
27/03/2019,24.89
28/03/2019,25.06
29/03/2019,25.52
01/04/2019,26.36
02/04/2019,26.75
03/04/2019,29.02
04/04/2019,29.09
05/04/2019,28.98
08/04/2019,28.53
09/04/2019,27.24
10/04/2019,27.83
11/04/2019,27.79
12/04/2019,27.85
15/04/2019,27.33
16/04/2019,27.93
17/04/2019,27.49
18/04/2019,27.68
22/04/2019,28.18
23/04/2019,27.97
24/04/2019,28.46
25/04/2019,27.66
26/04/2019,27.88
29/04/2019,27.69
30/04/2019,27.63
01/05/2019,26.81
02/05/2019,28.29
03/05/2019,28.22
06/05/2019,27.42
07/05/2019,26.66
08/05/2019,27.09
09/05/2019,27.21
10/05/2019,27.96
13/05/2019,26.24
14/05/2019,27.32
15/05/2019,27.58
16/05/2019,28.01
17/05/2019,27.5
20/05/2019,26.68
21/05/2019,27.35
22/05/2019,27.41
23/05/2019,26.36
24/05/2019,26.44
28/05/2019,29.03
29/05/2019,28.09
30/05/2019,28.03
31/05/2019,27.41
03/06/2019,27.58
04/06/2019,29.57
05/06/2019,29.5
06/06/2019,31.82
07/06/2019,32.41
10/06/2019,33.23
11/06/2019,32.41
12/06/2019,32.18
13/06/2019,31.39
14/06/2019,30.36
17/06/2019,29.2
18/06/2019,30.45
19/06/2019,30.5
20/06/2019,30.01
21/06/2019,29.1
24/06/2019,29.26
25/06/2019,28.86
26/06/2019,29.92
27/06/2019,30.74
28/06/2019,30.37
01/07/2019,31.2
02/07/2019,31.24
03/07/2019,31.19
05/07/2019,31.5
08/07/2019,32.04
09/07/2019,33.15
10/07/2019,33.79
11/07/2019,33.06
12/07/2019,33.21
15/07/2019,34.39
16/07/2019,33.85
17/07/2019,33.6
18/07/2019,33
19/07/2019,32.51
22/07/2019,32.85
23/07/2019,33.49
24/07/2019,34.11
25/07/2019,33.67
26/07/2019,34.02
29/07/2019,33.48
30/07/2019,33.87
31/07/2019,30.45
01/08/2019,29.86
02/08/2019,29.44
05/08/2019,27.99
06/08/2019,28.86
07/08/2019,29.19
08/08/2019,33.92
09/08/2019,34.19
12/08/2019,32.43
13/08/2019,32.11
14/08/2019,30.24
15/08/2019,29.67
16/08/2019,31.18
19/08/2019,31.48
20/08/2019,30.72
21/08/2019,31.7
22/08/2019,31.9
23/08/2019,29.54
26/08/2019,30.28
27/08/2019,30.2
28/08/2019,30.78
29/08/2019,31.45
30/08/2019,31.45
03/09/2019,30.9
04/09/2019,30.95
05/09/2019,31.5
06/09/2019,30.56
09/09/2019,30.5
10/09/2019,30.23
11/09/2019,29.76
12/09/2019,30.21
13/09/2019,30.69
16/09/2019,30.83
17/09/2019,30.99
18/09/2019,30.42
19/09/2019,30.29
20/09/2019,30.05
23/09/2019,30.64
24/09/2019,29.52
25/09/2019,29.54
26/09/2019,29.47
27/09/2019,28.72
30/09/2019,28.99
01/10/2019,28.76
02/10/2019,28.31
03/10/2019,28.68
04/10/2019,29.01
07/10/2019,28.93
08/10/2019,28.23
09/10/2019,28.46
10/10/2019,28.38
11/10/2019,29.75
14/10/2019,30.53
15/10/2019,30.72
16/10/2019,30.81
17/10/2019,31.14
18/10/2019,30.97
21/10/2019,32.03
22/10/2019,31.51
23/10/2019,31.36
24/10/2019,31.72
25/10/2019,32.71
28/10/2019,33.69
29/10/2019,33.03
30/10/2019,33.13
31/10/2019,33.93
01/11/2019,34.89
04/11/2019,36.29
05/11/2019,36.15
06/11/2019,35.93
07/11/2019,36.28
08/11/2019,36.29
11/11/2019,36.31
12/11/2019,36.71
13/11/2019,37.52
14/11/2019,38.35
15/11/2019,38.56
18/11/2019,39.88
19/11/2019,41.29
20/11/2019,40.98
21/11/2019,39.52
22/11/2019,39.15
25/11/2019,39.79
26/11/2019,38.99
27/11/2019,39.41
29/11/2019,39.15
02/12/2019,38.73
03/12/2019,38.9
04/12/2019,39.69
05/12/2019,39.62
06/12/2019,39.63
09/12/2019,38.93
10/12/2019,39.44
11/12/2019,39.47
12/12/2019,42.59
13/12/2019,41.15
16/12/2019,42.35
17/12/2019,42.77
18/12/2019,42.3
19/12/2019,42.83
20/12/2019,44.15
23/12/2019,45.46
24/12/2019,46.54
26/12/2019,46.63
27/12/2019,46.18
30/12/2019,45.52
