Date,Close
01/11/2018,31.67
02/11/2018,31.42
05/11/2018,32.32
06/11/2018,33.12
07/11/2018,33.17
08/11/2018,32.9
09/11/2018,32.83
12/11/2018,32.87
13/11/2018,32.63
14/11/2018,32.17
15/11/2018,32.27
16/11/2018,32.44
19/11/2018,33.24
20/11/2018,32.99
21/11/2018,33.47
23/11/2018,32.01
26/11/2018,32.29
27/11/2018,32
28/11/2018,32.35
29/11/2018,33.08
30/11/2018,32.73
03/12/2018,33.45
04/12/2018,32.86
06/12/2018,32.32
07/12/2018,31.93
10/12/2018,31.4
11/12/2018,31.49
12/12/2018,31.76
13/12/2018,32.27
14/12/2018,31.95
17/12/2018,31.19
18/12/2018,30.72
19/12/2018,31.32
20/12/2018,31.05
21/12/2018,30.76
24/12/2018,29.22
26/12/2018,30.26
27/12/2018,30.4
28/12/2018,30.91
31/12/2018,31.08
02/01/2019,31.58
03/01/2019,31.75
04/01/2019,32.62
07/01/2019,33.51
08/01/2019,34.2
09/01/2019,34.48
10/01/2019,34.7
11/01/2019,34.54
14/01/2019,34.8
15/01/2019,35.59
16/01/2019,35.59
17/01/2019,35.67
18/01/2019,36.1
22/01/2019,35.66
23/01/2019,35.61
24/01/2019,35.6
25/01/2019,36.09
28/01/2019,36.06
29/01/2019,36.45
30/01/2019,36.54
31/01/2019,36.62
01/02/2019,37
04/02/2019,37.44
05/02/2019,37.63
06/02/2019,37.44
07/02/2019,37.05
08/02/2019,36.1
11/02/2019,36.3
12/02/2019,35.67
13/02/2019,35.91
14/02/2019,35.7
15/02/2019,35.82
19/02/2019,36.29
20/02/2019,36.71
21/02/2019,36.97
22/02/2019,37.01
25/02/2019,36.87
26/02/2019,37.24
27/02/2019,37.26
28/02/2019,36.99
01/03/2019,37.25
04/03/2019,35.06
05/03/2019,35.62
06/03/2019,36.07
07/03/2019,36.46
08/03/2019,35.93
11/03/2019,36.49
12/03/2019,36.77
13/03/2019,36.97
14/03/2019,37.05
15/03/2019,36.52
18/03/2019,36.87
19/03/2019,37.05
20/03/2019,37.03
21/03/2019,36.78
22/03/2019,36.61
25/03/2019,36.5
26/03/2019,36.59
27/03/2019,36.66
28/03/2019,36.63
29/03/2019,36.26
01/04/2019,36.4
02/04/2019,36.61
03/04/2019,36.85
04/04/2019,36.83
05/04/2019,36.96
08/04/2019,37.09
09/04/2019,36.84
10/04/2019,36.77
11/04/2019,37.17
12/04/2019,37.47
15/04/2019,37.27
16/04/2019,37.11
17/04/2019,37.12
18/04/2019,37.19
22/04/2019,37.33
23/04/2019,37.67
24/04/2019,37.83
25/04/2019,37.78
26/04/2019,37.4
29/04/2019,37.31
30/04/2019,36.94
01/05/2019,36.83
02/05/2019,36.3
03/05/2019,36.65
06/05/2019,36.76
07/05/2019,36.56
08/05/2019,36.73
09/05/2019,36.55
10/05/2019,36.85
13/05/2019,37.26
14/05/2019,36.44
15/05/2019,36.67
16/05/2019,37.05
17/05/2019,37.53
20/05/2019,37.35
21/05/2019,37.57
22/05/2019,37.25
23/05/2019,36.99
24/05/2019,37.47
28/05/2019,37.51
29/05/2019,37.13
30/05/2019,36.77
31/05/2019,36.87
03/06/2019,35.23
04/06/2019,35.73
05/06/2019,35.57
06/06/2019,35.42
07/06/2019,35.51
10/06/2019,35.4
11/06/2019,34.77
12/06/2019,34.18
13/06/2019,34.31
14/06/2019,34.48
17/06/2019,34.24
18/06/2019,34.59
19/06/2019,34.92
20/06/2019,35.42
21/06/2019,35.16
24/06/2019,35.11
25/06/2019,34.84
26/06/2019,35.06
27/06/2019,35.54
28/06/2019,36.08
01/07/2019,36.17
02/07/2019,35.96
03/07/2019,36.25
05/07/2019,36.39
08/07/2019,35.98
09/07/2019,36.56
10/07/2019,36.75
11/07/2019,36.89
12/07/2019,36.51
15/07/2019,36.31
16/07/2019,35.95
17/07/2019,36.11
18/07/2019,36.29
19/07/2019,35.83
22/07/2019,35.73
23/07/2019,35.42
24/07/2019,34.99
25/07/2019,33.56
26/07/2019,33.6
29/07/2019,33.38
30/07/2019,33.33
31/07/2019,33.39
01/08/2019,33.64
02/08/2019,33.5
05/08/2019,32.93
06/08/2019,32.76
07/08/2019,33.52
08/08/2019,33.94
09/08/2019,33.81
12/08/2019,33.7
13/08/2019,34.37
14/08/2019,32.76
15/08/2019,33.08
16/08/2019,33.62
19/08/2019,33.71
20/08/2019,33.33
21/08/2019,33.85
22/08/2019,33.39
23/08/2019,32.61
26/08/2019,32.89
27/08/2019,32.9
28/08/2019,33.01
29/08/2019,33.32
30/08/2019,33.46
03/09/2019,33.47
04/09/2019,33.66
05/09/2019,34.07
06/09/2019,34.34
09/09/2019,34.4
10/09/2019,34.72
11/09/2019,34.77
12/09/2019,34.7
13/09/2019,34.9
16/09/2019,35.16
17/09/2019,35.25
18/09/2019,35.19
19/09/2019,35.2
20/09/2019,35.34
23/09/2019,35.15
24/09/2019,35.37
25/09/2019,35.31
26/09/2019,35.73
27/09/2019,36.05
30/09/2019,35.08
01/10/2019,35.14
02/10/2019,34.14
03/10/2019,34.36
04/10/2019,34.8
07/10/2019,34.8
08/10/2019,34.78
09/10/2019,35.17
10/10/2019,35.66
11/10/2019,35.91
14/10/2019,35.62
15/10/2019,35.69
16/10/2019,35.68
17/10/2019,35.74
18/10/2019,36.11
21/10/2019,36.21
22/10/2019,36.27
23/10/2019,36.56
24/10/2019,36.59
25/10/2019,36.48
28/10/2019,36.64
29/10/2019,36.43
30/10/2019,36.43
31/10/2019,36.41
01/11/2019,36.87
04/11/2019,36.88
05/11/2019,36.92
06/11/2019,36.91
07/11/2019,36.73
08/11/2019,37.47
11/11/2019,37.76
12/11/2019,38.26
13/11/2019,38.73
14/11/2019,37.72
15/11/2019,38.18
18/11/2019,38.06
19/11/2019,37.62
20/11/2019,37.71
21/11/2019,37.76
22/11/2019,37.41
25/11/2019,37.78
26/11/2019,37.72
27/11/2019,37.95
29/11/2019,38
02/12/2019,37.83
03/12/2019,37.97
04/12/2019,38.26
05/12/2019,38.47
06/12/2019,38.51
09/12/2019,38.8
10/12/2019,38.71
11/12/2019,38.65
12/12/2019,38.26
13/12/2019,38.31
16/12/2019,38.63
17/12/2019,38.53
18/12/2019,39.07
19/12/2019,39.11
20/12/2019,39.42
23/12/2019,39.57
24/12/2019,39.56
26/12/2019,39.67
27/12/2019,39.59
30/12/2019,39.55
